id,source,subject,from
b'11266',,👜Останній день розпродажу! Сумки та прикраси -70%,"""Shafa.ua"" <hello@shafa.com.ua>"
b'11267',,Thanks for becoming a Traveller!,Might and Delight <rpg@mightanddelight.com>
b'11268',,"Tamara, люди интересуются Вашим профилем в LinkedIn.",LinkedIn <messages-noreply@linkedin.com>
b'11269',,5 блогов на будущее,Tumblr <no-reply@tumblr.com>
b'11270',,Maria Spina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11271',,Simona Banica прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11272',,Мирослава Сидоренко прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11273',,Диана Перевицкая прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11274',,Александр Биленко прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11275',,Anna Merker прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11276',,Петро Лисак прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11277',,"Tamara, stay ahead of transformation",HERE Technologies <marketing@email.engage.here.com>
b'11278',,.NET Development group in Kyiv is open for registration,SoftServe My Career <hr@softserveinc.com>
b'11279',,Anastasia Tronza прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11280',,Ваша выписка по рекламе для Facebook (Идентификатор аккаунта: 435257440723195),Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11281',,Alessia Novara прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11282',,7 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11283',,Ваш профиль появлялся в результатах поиска 4 раза на этой неделе,LinkedIn <notifications-noreply@linkedin.com>
b'11284',,"🌷💄 Дарите заботу и все для красоты! Топовая техника, парфюмерия, наборы",ROZETKA <bestdeal@rozetka.com.ua>
b'11285',,It’s time to start saving!,edX <news@edx.org>
b'11286',,Бесплатная доставка в отделения Нова Пошта,ROZETKA <bestdeal@rozetka.com.ua>
b'11287',,Learn how we built our coronavirus map — tracking the spread & timeline,The HERE Developer Relations Team <marketing@email.engage.here.com>
b'11288',,Your Opinion Matters to SoftwareSuggest!,Team SoftwareSuggest <marketing@softwaresuggest.com>
b'11289',,У вас новые рекомендации групп: СМЕШНЕЕ СМЕШНОГО и ещё 13,Facebook <notification@facebookmail.com>
b'11290',,"DOU Daily: 5 книг для DevOps, повышение налогов, готовность джуна искать работу",DOU <support@dou.ua>
b'11291',,"📄 ""INTRODUCTION AND AN OVERVIEW OF DATABASE MANAGEMENT SYSTEMS""",Academia <updates@academia-mail.com>
b'11292',,Новые курсы на Лекториуме,Настя из Лекториума <robot@lektorium.tv>
b'11293',,"У вас 8 новых рекомендаций Страниц, в том числе MAR'LYN MONROE.",Facebook <notification@facebookmail.com>
b'11294',,📲 🎁🐝 Surprise for you!,Alina Bilinska <a.bilinska@4service-group.com>
b'11295',,Ура! Вы записаны на занятие «Продуктовая аналитика: разбор инструментов и лучшие практики»,Нетология <editor@netology.ru>
b'11296',,Ура! Вы записаны на занятие «Гейм-дизайнер: как создавать игры с нуля»,Нетология <editor@netology.ru>
b'11297',,Готово! Теперь вы в надежных руках,Нетология <editor@netology.ru>
b'11298',,"🔥 Идеи на темы «Идеи для скрапбукинга», «Детское творчество» и многие другие, которые обязательно вам понравятся",Pinterest <pinterest-recommendations@ideas.pinterest.com>
b'11299',,Встигни придбати Індустрійну акредитацію Docudays UA-2020 за супер ціною!,Contemporary Ukrainian Cinema <contemporaryukrcinema@gmail.com>
b'11300',,☀️Весенние каникулы в Египте! Выбирайте тур от 8919 грн,ROZETKA <bestdeal@rozetka.com.ua>
b'11301',,Important Information Regarding Your Flight T33RSI,Ryanair Customer Services <info@care.ryanair.com>
b'11302',,Bibicu Antonia прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11303',,Останні 4 дні щоб замовити 2 страви за ціною 1! 😱,Uber Eats <uber.ukraine@uber.com>
b'11304',,🖥 Бесплатный курс «Как стать дизайнером»,Нетология <editor@netology.ru>
b'11305',,Петро Лисак прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11306',,📌 Рекомендуемые пины на тему «Альбом для путешествий»,Pinterest <recommendations@inspire.pinterest.com>
b'11307',,"jobleads.de нанимает на следующую должность: Junior Business Intelligence (m/f) Relocation to Hamburg, Germany.",LinkedIn <jobs-listings@linkedin.com>
b'11308',,7 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11309',,"DOU Daily: DI в микросервисах, DevOps дайджест, здоровье",DOU <support@dou.ua>
b'11310',,"📄 ""Object-Relational Database Design: Can Your Application Benefit from SQL:2003""",Academia <updates@academia-mail.com>
b'11311',,Muharem Karisik прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11312',,📌 Вас ожидают новые идеи,Pinterest <recommendations@inspire.pinterest.com>
b'11313',,Manolis Garefalakis прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11314',,Florin Sabau прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11315',,Юрій Тарасов прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11316',,Орк-подкастер только что добавил(а) видео,YouTube <noreply@youtube.com>
b'11317',,"📌 Изящное Кольцо, Плоские Иллюстрации и другие идеи для поиска",Pinterest <recommendations@explore.pinterest.com>
b'11318',,Kristóf Papp прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11319',,Agim Hysenaj прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11320',,InternetOpros.ru поздравляет Вас с Днём Рождения!,"""InternetOpros.ru"" <opros@internetopros.ru>"
b'11321',,"📄 ""DB2 goes hybrid: Integrating native XML and XQuery with relational data and SQL""",Academia <updates@academia-mail.com>
b'11322',,Ylli Burreli прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11323',,Илона Возная прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11324',,Некоторые из ваших активных объявлений были отклонены,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11325',,Zoran Sljukic прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11326',,📌 Вас ожидают новые идеи,Pinterest <pinterest-recommendations@ideas.pinterest.com>
